id,domain,concept,definition_query,application_query,expected_answer
2701,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2702,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2703,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2704,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2705,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2706,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
2707,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
2708,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2709,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2710,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2711,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2712,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2713,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2714,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2715,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2716,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2717,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2718,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2719,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2720,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2721,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2722,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2723,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2724,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2725,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
2726,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2727,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2728,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2729,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
2730,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2731,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2732,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2733,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2734,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
2735,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2736,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
2737,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2738,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2739,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2740,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2741,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2742,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2743,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2744,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2745,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2746,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2747,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2748,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2749,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2750,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2751,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2752,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2753,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2754,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2755,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2756,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2757,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2758,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2759,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2760,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2761,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2762,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2763,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2764,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2765,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2766,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
2767,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2768,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2769,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2770,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2771,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2772,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2773,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2774,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2775,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2776,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
2777,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2778,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
2779,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2780,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2781,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2782,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
2783,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2784,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2785,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2786,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2787,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2788,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2789,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2790,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
2791,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2792,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
2793,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2794,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
2795,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2796,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2797,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2798,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2799,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2800,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2801,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
2802,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2803,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2804,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2805,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2806,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2807,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2808,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
2809,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2810,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2811,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2812,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2813,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2814,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2815,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2816,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2817,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2818,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
2819,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
2820,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
2821,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2822,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
2823,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2824,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2825,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
2826,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2827,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2828,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2829,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
2830,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
2831,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2832,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2833,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
2834,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2835,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2836,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2837,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
2838,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2839,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2840,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
2841,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
2842,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
2843,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2844,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
2845,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
2846,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2847,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2848,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
2849,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2850,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
2851,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2852,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2853,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
2854,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2855,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2856,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
2857,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2858,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2859,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
2860,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2861,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
2862,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
2863,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
2864,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2865,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
2866,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2867,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
2868,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2869,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2870,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
2871,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2872,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
2873,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
2874,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
2875,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
2876,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2877,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
2878,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2879,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2880,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
2881,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2882,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
2883,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
2884,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
2885,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
2886,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
2887,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
2888,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
2889,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
2890,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
2891,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
2892,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
2893,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2894,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2895,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
2896,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
2897,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
2898,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
2899,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
2900,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
2901,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
2902,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
2903,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
2904,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
2905,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
2906,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
