id,domain,concept,definition_query,application_query,expected_answer
8861,Abstract Properties,symmetry,Define the concept of symmetry.,"Based on this definition, does the following satisfy it?",yes
8862,Common Nouns,device,Define the concept of device.,"Based on this definition, does the following satisfy it?",yes
8863,Common Nouns,animal,Define the concept of animal.,"Based on this definition, does the following satisfy it?",yes
8864,Procedural Concepts,algorithm,Define the concept of algorithm.,"Based on this definition, does the following satisfy it?",yes
8865,Social & Ethical Concepts,fairness,Define the concept of fairness.,"Based on this definition, does the following satisfy it?",no
8866,Social & Ethical Concepts,fairness,Define the concept of fairness.,"Based on this definition, does the following satisfy it?",yes
8867,Scientific Concepts,acid,Define the concept of acid.,"Based on this definition, does the following satisfy it?",no
8868,Scientific Concepts,cell,Define the concept of cell.,"Based on this definition, does the following satisfy it?",no
8869,Abstract Properties,symmetry,Define the concept of symmetry.,"Based on this definition, does the following satisfy it?",no
8870,Common Nouns,vehicle,Define the concept of vehicle.,"Based on this definition, does the following satisfy it?",yes
8871,Procedural Concepts,workflow,Define the concept of workflow.,"Based on this definition, does the following satisfy it?",yes
8872,Scientific Concepts,cell,Define the concept of cell.,"Based on this definition, does the following satisfy it?",yes
8873,Common Nouns,tool,Define the concept of tool.,"Based on this definition, does the following satisfy it?",no
8874,Scientific Concepts,cell,Define the concept of cell.,"Based on this definition, does the following satisfy it?",yes
8875,Common Nouns,fruit,Define the concept of fruit.,"Based on this definition, does the following satisfy it?",yes
8876,Social & Ethical Concepts,fairness,Define the concept of fairness.,"Based on this definition, does the following satisfy it?",yes
8877,Procedural Concepts,workflow,Define the concept of workflow.,"Based on this definition, does the following satisfy it?",yes
8878,Common Nouns,animal,Define the concept of animal.,"Based on this definition, does the following satisfy it?",no
8879,Common Nouns,device,Define the concept of device.,"Based on this definition, does the following satisfy it?",yes
8880,Abstract Properties,stability,Define the concept of stability.,"Based on this definition, does the following satisfy it?",no
8881,Abstract Properties,symmetry,Define the concept of symmetry.,"Based on this definition, does the following satisfy it?",yes
8882,Mathematics & Logic,function,Define the concept of function.,"Based on this definition, does the following satisfy it?",no
8883,Procedural Concepts,workflow,Define the concept of workflow.,"Based on this definition, does the following satisfy it?",no
8884,Procedural Concepts,algorithm,Define the concept of algorithm.,"Based on this definition, does the following satisfy it?",no
8885,Common Nouns,device,Define the concept of device.,"Based on this definition, does the following satisfy it?",no
8886,Mathematics & Logic,prime number,Define the concept of prime number.,"Based on this definition, does the following satisfy it?",yes
8887,Mathematics & Logic,function,Define the concept of function.,"Based on this definition, does the following satisfy it?",yes
8888,Common Nouns,vehicle,Define the concept of vehicle.,"Based on this definition, does the following satisfy it?",no
8889,Abstract Properties,stability,Define the concept of stability.,"Based on this definition, does the following satisfy it?",yes
8890,Abstract Properties,continuity,Define the concept of continuity.,"Based on this definition, does the following satisfy it?",yes
8891,Scientific Concepts,force,Define the concept of force.,"Based on this definition, does the following satisfy it?",no
8892,Abstract Properties,symmetry,Define the concept of symmetry.,"Based on this definition, does the following satisfy it?",yes
8893,Social & Ethical Concepts,justice,Define the concept of justice.,"Based on this definition, does the following satisfy it?",no
8894,Procedural Concepts,workflow,Define the concept of workflow.,"Based on this definition, does the following satisfy it?",no
8895,Mathematics & Logic,function,Define the concept of function.,"Based on this definition, does the following satisfy it?",yes
8896,Social & Ethical Concepts,justice,Define the concept of justice.,"Based on this definition, does the following satisfy it?",no
8897,Social & Ethical Concepts,justice,Define the concept of justice.,"Based on this definition, does the following satisfy it?",yes
8898,Scientific Concepts,force,Define the concept of force.,"Based on this definition, does the following satisfy it?",yes
8899,Common Nouns,animal,Define the concept of animal.,"Based on this definition, does the following satisfy it?",no
8900,Abstract Properties,continuity,Define the concept of continuity.,"Based on this definition, does the following satisfy it?",no
8901,Scientific Concepts,enzyme,Define the concept of enzyme.,"Based on this definition, does the following satisfy it?",yes
8902,Social & Ethical Concepts,justice,Define the concept of justice.,"Based on this definition, does the following satisfy it?",yes
8903,Procedural Concepts,algorithm,Define the concept of algorithm.,"Based on this definition, does the following satisfy it?",no
8904,Procedural Concepts,algorithm,Define the concept of algorithm.,"Based on this definition, does the following satisfy it?",no
8905,Common Nouns,animal,Define the concept of animal.,"Based on this definition, does the following satisfy it?",yes
8906,Mathematics & Logic,function,Define the concept of function.,"Based on this definition, does the following satisfy it?",no
8907,Procedural Concepts,protocol,Define the concept of protocol.,"Based on this definition, does the following satisfy it?",no
8908,Mathematics & Logic,function,Define the concept of function.,"Based on this definition, does the following satisfy it?",yes
8909,Procedural Concepts,algorithm,Define the concept of algorithm.,"Based on this definition, does the following satisfy it?",yes
8910,Social & Ethical Concepts,fairness,Define the concept of fairness.,"Based on this definition, does the following satisfy it?",no
8911,Scientific Concepts,algorithm,Define the concept of algorithm.,"Based on this definition, does the following satisfy it?",yes
8912,Abstract Properties,efficiency,Define the concept of efficiency.,"Based on this definition, does the following satisfy it?",yes
8913,Social & Ethical Concepts,fairness,Define the concept of fairness.,"Based on this definition, does the following satisfy it?",no
8914,Social & Ethical Concepts,honesty,Define the concept of honesty.,"Based on this definition, does the following satisfy it?",no
8915,Abstract Properties,efficiency,Define the concept of efficiency.,"Based on this definition, does the following satisfy it?",no
8916,Abstract Properties,symmetry,Define the concept of symmetry.,"Based on this definition, does the following satisfy it?",yes
8917,Social & Ethical Concepts,justice,Define the concept of justice.,"Based on this definition, does the following satisfy it?",yes
